Number_Plate,Vehicle_Type,Model,Part_Name,Category,Supplier,Purchase_Cost,Service_Date,Issue_Reported,Service_Type,Fuel_Consumed_Litres,Distance_Covered_KM,Insurance_Cost,Cost_of_Ownership
KTCC 655C,Tractor,TS 6000,Air Filter,Air Intake,JKT,9597.51,05-08-24,Reduced air intake,Breakdown,75.28,1492.64,15495.27,30995.5
KTCC 134C,Tractor,TS 6110,Battery,Electrical,AutoGen_6,7824.32,04-12-24,Battery issue,Preventive,198.04,1084.12,29446.96,44645.52
KTCC 816E,Tractor,"WINCH (VALTRA, SAME)",Air Filter,Air Intake,JKT,9440.76,19-09-24,Reduced air intake,Emergency,175.49,1564.98,27868.28,45719.67
KTCA 209E,Tractor,TS 6000,Tyre,Wheels,JKT,12588.77,20-02-25,Tyre burst,Corrective,41.92,813.55,17270.67,35443.78
KTCB 304E,Tractor,TS 6000,Fuel Pump,Fuel System,AutoGen_6,6546.55,03-09-24,Hydraulic issue,Breakdown,19.71,450.33,19510.44,39439.09
KTCB 674B,Tractor,TS 6110,Spark Plug,Ignition,AutoGen_5,4925.36,06-07-24,Engine noise,Emergency,121.36,919.49,9555.1,23011.67
KTCB 329E,Tractor,TS 6110,Tyre,Wheels,JKT,12843.73,04-01-25,Tyre burst,Emergency,59.46,1133.65,5072.7,23036.11
KTCB 540F,Tractor,TS 6110,Battery,Electrical,AutoGen_5,14699.68,14-11-24,Won't start,Emergency,136.45,1707.1,10892.61,37535.3
KTCA 893H,Tractor,TS 6000,Battery,Electrical,AutoGen_2,10547.63,03-02-25,Low voltage,Corrective,123.45,474.68,7190.7,32868.94
KTCA 274A,Tractor,TT 490,Air Filter,Air Intake,AutoGen_5,14448.97,17-01-25,Clogged filter,Breakdown,156.98,839.88,6174.26,35304.87
KTCB 688D,Tractor,TS 6110,Fuel Pump,Fuel System,AutoGen_9,3124.17,27-02-25,Engine noise,Corrective,164.79,1008.64,11176.33,31227.45
KTCC 225G,Tractor,TT 490,Fuel Pump,Fuel System,JKT,8373.87,06-02-25,Low power,Corrective,88.82,662.2,25281.07,50156.34
KTCA 555A,Tractor,TS 6110,Air Filter,Air Intake,JKT,1693.51,23-06-24,Reduced air intake,Emergency,79.99,601.58,9406.2,24821.86
KTCC 281F,Tractor,TT 490,Air Filter,Air Intake,AutoGen_5,11695.05,30-06-24,Reduced air intake,Preventive,173.2,464.65,29425.97,56507.79
KTCB 511A,Tractor,TS 6000,Air Filter,Air Intake,AutoGen_10,1932.8,07-09-24,Reduced air intake,Breakdown,175.88,1086.76,25352.49,43501.92
KTCA 423F,Tractor,TT 490,Hydraulic Pump,Hydraulics,AutoGen_5,11999.34,05-09-24,Hydraulic issue,Emergency,196.3,249.53,13320.5,33169.49
KTCA 193A,Tractor,TS 6110,Brake Pads,Braking System,AutoGen_10,6313.71,31-01-25,Hydraulic issue,Breakdown,44.01,1857.38,29920.83,55822.9
KTCA 853F,Tractor,TS 6110,Fuel Pump,Fuel System,AutoGen_10,2929.91,15-04-25,Low power,Preventive,62.85,348.42,10095.71,19955.66
KTCA 100G,Tractor,TT 490,Radiator,Cooling System,AutoGen_4,1771.54,18-04-25,Coolant leakage,Breakdown,36.32,1990.5,16238.04,33210.44
KTCA 828A,Tractor,TT 490,Hydraulic Pump,Hydraulics,AutoGen_7,10227.67,26-07-24,Hydraulic issue,Corrective,33.37,747.12,14384.28,35779.58
KTCB 450G,Tractor,TS 6110,Air Filter,Air Intake,AutoGen_1,12285.08,31-05-25,Clogged filter,Breakdown,32.74,934.05,23496.45,45539.93
KTCC 935D,Tractor,TT 490,Alternator,Electrical,AutoGen_3,3583.69,19-12-24,Electrical failure,Breakdown,62.61,414.69,17624.03,34359.03
KTCB 752B,Tractor,TT 490,Spark Plug,Ignition,AutoGen_4,12203.8,17-10-24,Engine noise,Emergency,69.76,1980.17,16910.26,47276.6
KTCA 970A,Tractor,TT 490,Battery,Electrical,AutoGen_6,12810.38,12-11-24,Battery issue,Corrective,108.22,935.11,24736.23,57414.76
KTCA 699A,Tractor,TS 6000,Alternator,Electrical,JKT,4688.27,18-08-24,Electrical failure,Preventive,192.56,860.57,27318.27,51393.98
KTCC 213D,Tractor,"WINCH (VALTRA, SAME)",Radiator,Cooling System,AutoGen_3,7169.57,27-08-24,Overheating,Breakdown,108.14,1480.09,15056.86,41168.99
KTCB 611D,Tractor,TS 6110,Radiator,Cooling System,JKT,14167.45,05-12-24,Coolant leakage,Corrective,174.71,1173.47,12879.2,37147.88
KTCC 408A,Tractor,TS 6000,Battery,Electrical,AutoGen_10,3067.63,08-06-25,Won't start,Preventive,46.73,1116.28,8842.72,28575.72
KTCC 303B,Tractor,TS 6110,Alternator,Electrical,JKT,8967.28,25-11-24,Overcharging,Corrective,94.09,1327.29,17559.51,37639.68
KTCB 303C,Tractor,"WINCH (VALTRA, SAME)",Tyre,Wheels,JKT,7945.43,12-05-25,New tyre,Emergency,48.34,1892.81,18346.87,34813.26
KTCA 356E,Tractor,TT 490,Oil Filter,Engine,JKT,5881.98,01-09-24,Reduced engine performance,Emergency,153.24,1625.99,10638.75,32648.24
KTCB 938D,Tractor,TS 6110,Alternator,Electrical,AutoGen_7,14108.96,11-04-25,No power output,Emergency,167.53,1768.23,19824.6,49419.92
KTCA 643G,Tractor,TS 6000,Tyre,Wheels,JKT,13523.33,16-05-25,Tyre burst,Emergency,64.25,810.77,27164.03,46617.63
KTCA 470E,Tractor,TS 6000,Tyre,Wheels,JKT,8497.22,16-03-25,New tyre,Corrective,59.84,756.74,21442.31,45368.04
KTCA 351D,Tractor,"WINCH (VALTRA, SAME)",Tyre,Wheels,JKT,11401.89,21-09-24,Tyre burst,Breakdown,164.08,1116.17,10692.88,32306.74
KTCC 237E,Tractor,TS 6000,Alternator,Electrical,AutoGen_8,7952.37,24-03-25,Overcharging,Breakdown,87.65,791.27,25700.1,42935.47
KTCC 864C,Tractor,"WINCH (VALTRA, SAME)",Spark Plug,Ignition,AutoGen_10,3599.27,16-01-25,Hydraulic issue,Breakdown,88.11,488.17,24238.93,43695.59
KTCA 466D,Tractor,TS 6000,Fuel Pump,Fuel System,AutoGen_2,11121.07,07-09-24,Hydraulic issue,Emergency,164.88,1992.4,29805.53,48209.35
KTCA 147E,Tractor,TT 490,Radiator,Cooling System,AutoGen_5,14665.49,13-12-24,Coolant leakage,Breakdown,122.23,1416.47,24386.53,47376.17
KTCC 969E,Tractor,TS 6000,Hydraulic Pump,Hydraulics,AutoGen_10,9214.11,28-03-25,Low pressure,Breakdown,107.8,1864.96,5483.13,28672.78
KTCB 391B,Tractor,"WINCH (VALTRA, SAME)",Tyre,Wheels,JKT,3835.82,12-01-25,Tyre burst,Emergency,107.78,838.34,16747.77,30836.93
KTCC 458F,Tractor,TT 490,Fuel Pump,Fuel System,AutoGen_2,11927.07,13-04-25,Hydraulic issue,Corrective,114.49,1472.37,7299.08,29238.94
KTCB 917H,Tractor,TS 6110,Fuel Pump,Fuel System,JKT,7289.27,04-12-24,Hydraulic issue,Corrective,31.59,435.21,12427.01,34119.85
KTCA 989B,Tractor,"WINCH (VALTRA, SAME)",Oil Filter,Engine,AutoGen_9,4556.77,19-04-25,Oil leakage,Breakdown,107.27,210.56,15310.82,38930.26
KTCC 460H,Tractor,TT 490,Air Filter,Air Intake,AutoGen_1,12355.88,27-07-24,Clogged filter,Emergency,18.08,1698.43,19237.2,37901.89
KTCC 238E,Tractor,TS 6000,Alternator,Electrical,AutoGen_1,12407.72,14-10-24,Overcharging,Corrective,30.7,1214.66,12564.99,42034.78
KTCB 687A,Tractor,TS 6110,Fuel Pump,Fuel System,AutoGen_7,13841.95,18-01-25,Low power,Corrective,10.92,197.35,15418.14,47013.97
KTCA 442G,Tractor,TS 6000,Battery,Electrical,AutoGen_7,8167.6,25-05-25,Low voltage,Corrective,88.84,1564.85,27394.15,51061.45
KTCC 340D,Tractor,"WINCH (VALTRA, SAME)",Alternator,Electrical,AutoGen_5,4556.89,24-04-25,No power output,Emergency,138.37,1034.32,18709.5,43200.66
KTCA 618E,Tractor,TS 6110,Alternator,Electrical,AutoGen_9,3640.4,14-12-24,Electrical failure,Breakdown,83.9,1594.99,12614.83,23802.11
KTCB 809B,Tractor,TS 6110,Radiator,Cooling System,AutoGen_1,10460.17,03-04-25,Overheating,Corrective,90.62,218.18,17981.02,34277.69
KTCB 680G,Tractor,TT 490,Air Filter,Air Intake,AutoGen_2,1622.86,09-10-24,Clogged filter,Corrective,195.62,1517.7,7455.16,24216.41
KTCC 479C,Tractor,TS 6110,Spark Plug,Ignition,AutoGen_5,6054.19,04-06-25,Hydraulic issue,Breakdown,105.63,1496.36,19270.97,34922.26
KTCB 362F,Tractor,TT 490,Fuel Pump,Fuel System,AutoGen_2,7925.4,24-11-24,Low power,Preventive,128.14,777,13736.42,33131.36
KTCA 234G,Tractor,TS 6000,Battery,Electrical,AutoGen_8,8299.6,19-08-24,Battery issue,Emergency,77.57,168.6,5148.65,27026.5
KTCC 961G,Tractor,TS 6000,Alternator,Electrical,AutoGen_2,2760.89,16-03-25,Overcharging,Breakdown,140.39,823.36,27967.92,39509.31
KTCA 850A,Tractor,"WINCH (VALTRA, SAME)",Alternator,Electrical,AutoGen_5,9484.54,20-06-24,No power output,Corrective,24.23,1554.35,13745.53,37449.55
KTCC 372B,Tractor,TS 6110,Spark Plug,Ignition,AutoGen_2,2822.14,01-02-25,Low power,Emergency,198.59,305.04,7126.86,18893.97
KTCC 639G,Tractor,TS 6110,Radiator,Cooling System,AutoGen_3,3142.25,05-10-24,Coolant leakage,Emergency,26.34,1439.77,14994.55,37847.14
KTCC 128D,Tractor,TS 6110,Air Filter,Air Intake,AutoGen_9,5265.05,08-06-25,Clogged filter,Corrective,146.74,1415.7,12900.49,33518.62
KTCA 330C,Tractor,TT 490,Brake Pads,Braking System,AutoGen_2,5212.38,21-05-25,Hydraulic issue,Preventive,164.02,1737.76,22269.69,43248.86
KTCA 224G,Tractor,TS 6110,Tyre,Wheels,JKT,12276,26-11-24,Tyre burst,Preventive,166.11,192.42,18021.49,50237.37
KTCC 565F,Tractor,TS 6000,Air Filter,Air Intake,AutoGen_3,14492.42,16-06-25,Clogged filter,Emergency,197.12,1525.44,16900.36,40314.34
KTCC 523F,Tractor,"WINCH (VALTRA, SAME)",Tyre,Wheels,JKT,14800.91,18-03-25,New tyre,Breakdown,171.87,723.41,13484.59,37156.1
KTCB 998D,Tractor,TS 6000,Tyre,Wheels,JKT,13132.91,22-10-24,New tyre,Breakdown,21.59,905.02,10574.94,43022.15
KTCB 384D,Tractor,TS 6000,Radiator,Cooling System,AutoGen_5,2380.09,19-06-24,Overheating,Emergency,92.48,1161.34,14065.88,23172.67
KTCA 766H,Tractor,TS 6000,Spark Plug,Ignition,AutoGen_2,2539.59,20-04-25,Overheating,Breakdown,66.61,768.91,21660.69,38795.55
KTCC 342A,Tractor,TS 6110,Radiator,Cooling System,AutoGen_7,14480.58,18-12-24,Coolant leakage,Corrective,147.98,160.91,13013.27,35049.56
KTCA 369H,Tractor,"WINCH (VALTRA, SAME)",Alternator,Electrical,AutoGen_7,7561.25,11-09-24,Electrical failure,Corrective,179.47,1696.5,7746.77,31056.1
KTCC 681A,Tractor,TS 6000,Oil Filter,Engine,AutoGen_6,10049.06,05-07-24,Reduced engine performance,Breakdown,134.28,1023.4,6292.92,35369.52
KTCB 543C,Tractor,TT 490,Tyre,Wheels,JKT,13090.91,22-07-24,Puncture,Corrective,173.35,564.58,12902.93,39850.97
KTCC 436H,Tractor,"WINCH (VALTRA, SAME)",Fuel Pump,Fuel System,AutoGen_9,8117.26,14-11-24,Engine noise,Preventive,65.89,585.98,16091.28,41260.25
KTCA 223D,Tractor,TS 6110,Radiator,Cooling System,AutoGen_5,13139.82,15-11-24,Overheating,Breakdown,31.04,958.82,23917.23,47128.18
KTCA 975C,Tractor,"WINCH (VALTRA, SAME)",Hydraulic Pump,Hydraulics,AutoGen_2,3905.27,13-04-25,Low pressure,Preventive,133.78,732.28,8626.73,20604.59
KTCB 655C,Tractor,TS 6110,Hydraulic Pump,Hydraulics,AutoGen_4,2976.36,13-12-24,Hydraulic issue,Preventive,135.55,1261.5,11009.94,31826.38
KTCC 238A,Tractor,TS 6000,Brake Pads,Braking System,AutoGen_1,5299.67,12-03-25,Low power,Breakdown,73.76,824.03,7854.69,24646.77
KTCC 888H,Tractor,TT 490,Battery,Electrical,JKT,10844.65,31-05-25,Low voltage,Breakdown,136.18,1074.05,10535.25,26740.55
KTCC 191H,Tractor,TS 6110,Tyre,Wheels,JKT,14571.3,12-10-24,Tyre burst,Emergency,134.17,906.51,10120.05,34253.63
KTCB 571F,Tractor,TS 6110,Oil Filter,Engine,AutoGen_7,10465.56,03-07-24,Oil leakage,Emergency,16.14,344.68,24269.16,42288
KTCA 546B,Tractor,TT 490,Fuel Pump,Fuel System,AutoGen_3,3773.51,07-06-25,Engine noise,Corrective,146.32,866.44,22498.83,33993.18
KTCB 905F,Tractor,"WINCH (VALTRA, SAME)",Fuel Pump,Fuel System,AutoGen_4,2737.33,31-07-24,Hydraulic issue,Preventive,136.9,1176.69,28352.34,39873.96
KTCA 748C,Tractor,"WINCH (VALTRA, SAME)",Radiator,Cooling System,AutoGen_5,12695.8,03-09-24,Overheating,Corrective,12.5,373.56,15447.21,39260.16
KTCB 387A,Tractor,TS 6110,Alternator,Electrical,AutoGen_10,9683.91,26-01-25,Electrical failure,Preventive,67.78,1035.31,28283.65,55463.08
KTCC 713H,Tractor,TT 490,Fuel Pump,Fuel System,AutoGen_9,13522.32,01-07-24,Engine noise,Emergency,132.61,712.41,12297.44,34836.22
KTCC 943G,Tractor,TS 6110,Spark Plug,Ignition,AutoGen_6,12156.25,14-07-24,Low power,Preventive,75.12,221.42,19208.84,42362.18
KTCC 535D,Tractor,TT 490,Fuel Pump,Fuel System,AutoGen_9,12806.78,02-01-25,Overheating,Emergency,54.97,1778.26,17879.47,45887.46
KTCC 321F,Tractor,TS 6110,Radiator,Cooling System,JKT,12396.07,10-11-24,Overheating,Preventive,44.17,706.06,26594.35,55928.67
KTCB 975H,Tractor,"WINCH (VALTRA, SAME)",Hydraulic Pump,Hydraulics,AutoGen_6,7150.51,31-12-24,Low pressure,Emergency,163.95,715.06,13820.54,39031.74
KTCA 987E,Tractor,TS 6110,Alternator,Electrical,AutoGen_10,4481.04,29-05-25,Electrical failure,Breakdown,17.21,603.09,11562.75,33430.83
KTCA 845E,Tractor,TS 6110,Radiator,Cooling System,AutoGen_3,11932.51,20-06-24,Coolant leakage,Preventive,102.38,751.84,28267.15,52150.99
KTCB 404F,Tractor,TS 6110,Fuel Pump,Fuel System,AutoGen_4,14825.45,02-09-24,Hydraulic issue,Preventive,167.95,223.56,14129.44,41792.57
KTCB 945F,Tractor,"WINCH (VALTRA, SAME)",Alternator,Electrical,AutoGen_2,11557.82,28-03-25,No power output,Corrective,62.06,1799.82,5429.13,31331.2
KTCB 957B,Tractor,TS 6000,Air Filter,Air Intake,AutoGen_9,14537.94,11-08-24,Clogged filter,Corrective,121.49,1709.29,5886.5,34099.28
KTCC 379E,Tractor,TS 6000,Air Filter,Air Intake,AutoGen_7,9733.9,20-02-25,Reduced air intake,Breakdown,190.79,1729.91,10907.12,35102.77
KTCA 448D,Tractor,"WINCH (VALTRA, SAME)",Fuel Pump,Fuel System,AutoGen_6,11782.82,04-11-24,Engine noise,Emergency,170.39,964.36,10514.78,29384.82
KTCB 239G,Tractor,TS 6110,Spark Plug,Ignition,JKT,11184.24,27-12-24,Overheating,Preventive,36.85,994.23,7126.64,28618.75
KTCA 748C,Tractor,TS 6000,Tyre,Wheels,JKT,11449.1,24-02-25,Tyre burst,Corrective,58.67,1960.76,20057.95,45318.85
KTCC 692A,Tractor,TS 6110,Radiator,Cooling System,AutoGen_10,5611.87,27-01-25,Overheating,Emergency,33.56,158.76,5282.27,27492.09
KTCB 313D,Tractor,TS 6000,Fuel Pump,Fuel System,AutoGen_1,7339.94,07-07-24,Overheating,Preventive,101.67,780.25,12250.45,38032.98
KTCB 640B,Tractor,TS 6110,Oil Filter,Engine,AutoGen_6,8766.87,21-04-25,Reduced engine performance,Preventive,50.85,1178.45,18393.31,35902.14
KTCB 571D,Tractor,"WINCH (VALTRA, SAME)",Alternator,Electrical,AutoGen_3,8920.97,04-11-24,Electrical failure,Preventive,87.74,1942.12,19356.47,39536.39
KTCB 176C,Tractor,TT 490,Alternator,Electrical,AutoGen_6,1919.3,01-12-24,No power output,Preventive,168.04,1581.96,20425.8,28091.47
KTCA 884D,Tractor,TS 6110,Battery,Electrical,JKT,11991.52,13-12-24,Low voltage,Corrective,162.02,743.44,5188.32,26755.74
KTCB 794E,Tractor,TT 490,Spark Plug,Ignition,AutoGen_5,10903.36,05-12-24,Overheating,Preventive,159.16,656.24,26948.35,47833.75
KTCA 876B,Tractor,TT 490,Brake Pads,Braking System,AutoGen_8,1731.83,24-12-24,Engine noise,Corrective,69.59,1197.89,24133.74,36147.68
KTCC 809E,Tractor,TT 490,Battery,Electrical,AutoGen_5,4619.57,01-10-24,Won't start,Preventive,125.98,660.64,8329.48,25369.32
KTCB 715G,Tractor,TS 6110,Tyre,Wheels,JKT,14431.82,24-01-25,Tyre burst,Preventive,194.43,1415.11,26467.86,57465.7
KTCB 149D,Tractor,TS 6110,Oil Filter,Engine,AutoGen_7,12181.12,22-06-24,Reduced engine performance,Emergency,189.91,1967.35,14374.81,42995.78
KTCA 523H,Tractor,TS 6000,Tyre,Wheels,JKT,1624.68,01-05-25,Tyre burst,Preventive,68.84,1305.92,15438.28,23144.33
KTCA 924E,Tractor,TS 6110,Brake Pads,Braking System,AutoGen_8,1545.52,02-06-25,Overheating,Emergency,96.35,1870.88,22106.1,32678.04
KTCA 744F,Tractor,TS 6000,Spark Plug,Ignition,AutoGen_2,2726.8,13-06-25,Low power,Corrective,25.77,1359.79,10903.81,26921.98
KTCB 708C,Tractor,TS 6000,Fuel Pump,Fuel System,AutoGen_6,2685.91,05-08-24,Low power,Emergency,131.57,562.89,9483.32,25747.52
KTCB 863C,Tractor,TS 6000,Oil Filter,Engine,AutoGen_1,4967.25,03-06-25,Oil leakage,Emergency,181.38,393.72,13711.87,32244.05
KTCA 321H,Tractor,TS 6000,Hydraulic Pump,Hydraulics,AutoGen_9,3781.62,15-03-25,Fluid leakage,Breakdown,79.37,958.67,11768.73,29304.18
KTCC 354E,Tractor,TS 6000,Brake Pads,Braking System,AutoGen_7,12310.4,24-06-24,Low power,Preventive,26.29,1738.45,13961.64,32660.14
KTCC 381D,Tractor,TT 490,Oil Filter,Engine,AutoGen_3,5238.43,08-02-25,Reduced engine performance,Corrective,155.93,710.32,26263.7,43155.63
KTCC 478C,Tractor,"WINCH (VALTRA, SAME)",Hydraulic Pump,Hydraulics,JKT,1856.02,04-01-25,Fluid leakage,Breakdown,33.37,1958.27,19484.41,31722.36
KTCC 191C,Tractor,"WINCH (VALTRA, SAME)",Air Filter,Air Intake,AutoGen_7,14695.26,13-07-24,Clogged filter,Preventive,167.52,1270.38,22855.07,55561.12
KTCC 391B,Tractor,TS 6000,Battery,Electrical,AutoGen_3,12622.33,26-11-24,Won't start,Corrective,168.67,1542.67,12043.63,41521.87
KTCC 552F,Tractor,TS 6000,Hydraulic Pump,Hydraulics,AutoGen_9,3114.33,15-08-24,Low pressure,Preventive,152.65,281.29,13603.91,25343.07
KTCA 974A,Tractor,TT 490,Spark Plug,Ignition,AutoGen_8,10729.8,05-11-24,Engine noise,Preventive,87.24,997.73,17543.28,34450.03
KTCB 786F,Tractor,TS 6110,Tyre,Wheels,JKT,7769.2,04-06-25,Tyre burst,Emergency,60.54,186.27,6470.73,33796.09
KTCA 281E,Tractor,TT 490,Battery,Electrical,AutoGen_5,12608.82,18-05-25,Battery issue,Corrective,89.15,1906.42,13298.73,39734.27
KTCA 876F,Tractor,TS 6110,Radiator,Cooling System,AutoGen_2,9084.81,26-01-25,Coolant leakage,Preventive,63.91,1409.96,19234.67,38938.33
KTCA 110B,Tractor,TS 6110,Spark Plug,Ignition,JKT,3716.57,18-02-25,Hydraulic issue,Breakdown,181.93,1784.49,13997.67,35824.06
KTCA 570F,Tractor,TS 6000,Tyre,Wheels,JKT,12690.45,27-03-25,New tyre,Preventive,178.43,1301.77,26669.18,50603.75
KTCA 988D,Tractor,TT 490,Battery,Electrical,AutoGen_2,13168.53,07-10-24,Won't start,Preventive,150.34,992.28,25799.06,58881.85
KTCC 536D,Tractor,TS 6110,Air Filter,Air Intake,AutoGen_2,14893.08,27-03-25,Reduced air intake,Breakdown,57.73,126.54,8885.55,38105.95
KTCA 593F,Tractor,TT 490,Air Filter,Air Intake,AutoGen_8,13724.5,04-01-25,Clogged filter,Preventive,97.54,586.75,14838.6,44193.07
KTCC 972F,Tractor,TT 490,Radiator,Cooling System,AutoGen_10,12839.99,17-04-25,Overheating,Corrective,196.59,774.51,25566.17,45039.22
KTCA 960D,Tractor,TS 6000,Battery,Electrical,AutoGen_4,5070.13,11-11-24,Battery issue,Breakdown,65.63,206.42,14948.85,32470.1
KTCA 376F,Tractor,TS 6000,Air Filter,Air Intake,JKT,3367.9,12-10-24,Clogged filter,Preventive,94,1948.39,17390.61,39122.65
KTCA 289G,Tractor,TS 6110,Battery,Electrical,AutoGen_1,11120.22,22-12-24,Battery issue,Preventive,58.53,922.01,28657.5,52899.05
KTCB 854E,Tractor,TS 6110,Air Filter,Air Intake,AutoGen_3,11231.33,04-05-25,Reduced air intake,Corrective,198.31,1931.46,24662.64,49887.5
KTCA 431E,Tractor,TS 6000,Spark Plug,Ignition,AutoGen_5,14903.17,09-05-25,Overheating,Emergency,90.73,1596.49,19151.1,41062.14
KTCB 896G,Tractor,TT 490,Fuel Pump,Fuel System,AutoGen_2,11163.36,11-02-25,Hydraulic issue,Emergency,61.14,498.1,24973.06,53509.58
KTCB 768C,Tractor,TS 6000,Air Filter,Air Intake,AutoGen_6,2180.75,05-03-25,Reduced air intake,Preventive,10.43,1280.92,21084.31,32576.83
KTCA 471G,Tractor,TT 490,Oil Filter,Engine,AutoGen_6,9401.75,27-12-24,Reduced engine performance,Breakdown,35.23,856.85,28866.36,55822.26
KTCA 237A,Tractor,TS 6110,Alternator,Electrical,AutoGen_4,11120.24,30-12-24,Overcharging,Breakdown,183.81,729.27,22675.33,41557.98
KTCA 871G,Tractor,TT 490,Alternator,Electrical,AutoGen_2,3318.53,01-01-25,Overcharging,Emergency,83.87,1411.65,5129.62,24870.52
KTCA 454A,Tractor,TS 6000,Hydraulic Pump,Hydraulics,AutoGen_6,2967.38,21-10-24,Fluid leakage,Corrective,187,1355.26,24802.58,43441.71
KTCA 532E,Tractor,TS 6110,Fuel Pump,Fuel System,AutoGen_4,6563.91,10-05-25,Low power,Corrective,132.53,1735.38,25780.48,52240.57
KTCA 241E,Tractor,"WINCH (VALTRA, SAME)",Brake Pads,Braking System,AutoGen_3,8960.42,31-12-24,Hydraulic issue,Breakdown,168.09,763.98,22319.69,45799.1
KTCB 446D,Tractor,TT 490,Spark Plug,Ignition,AutoGen_10,13033.08,02-04-25,Low power,Corrective,69.22,1977.86,10565.78,30388.21
KTCB 345G,Tractor,TS 6000,Battery,Electrical,AutoGen_5,2461.89,29-04-25,Won't start,Breakdown,173.68,1523.65,20289.6,28162.09
KTCB 806D,Tractor,TT 490,Brake Pads,Braking System,AutoGen_8,6599.5,13-06-25,Hydraulic issue,Preventive,62.51,1606.13,7016.36,27579.52
KTCB 127D,Tractor,"WINCH (VALTRA, SAME)",Battery,Electrical,JKT,12566.35,09-05-25,Low voltage,Breakdown,161.99,1493.23,5522.18,24368.16
KTCC 111A,Tractor,TS 6000,Tyre,Wheels,JKT,13672.82,18-07-24,New tyre,Corrective,105.23,1714.62,23694.9,50389.71
KTCC 172E,Tractor,TT 490,Spark Plug,Ignition,AutoGen_3,5177.09,01-08-24,Engine noise,Emergency,81.93,1634.79,25983.27,45753
KTCC 922H,Tractor,TS 6110,Battery,Electrical,AutoGen_7,10596.65,13-03-25,Battery issue,Corrective,92.26,1815.55,17802.08,36056.31
KTCA 753A,Tractor,TS 6000,Oil Filter,Engine,AutoGen_3,3016.48,24-03-25,Oil leakage,Preventive,44.98,1530.01,17813.39,37304.86
KTCB 862B,Tractor,"WINCH (VALTRA, SAME)",Fuel Pump,Fuel System,AutoGen_10,2973.09,06-09-24,Low power,Emergency,146.77,694.3,28063.05,43716.26
KTCC 698C,Tractor,"WINCH (VALTRA, SAME)",Air Filter,Air Intake,AutoGen_5,5228.16,21-09-24,Reduced air intake,Corrective,16.92,140.03,16023.57,30088.43
KTCB 270H,Tractor,TS 6110,Fuel Pump,Fuel System,AutoGen_7,3994.81,14-09-24,Low power,Corrective,114.29,1185.39,11490.73,29068.41
KTCC 249B,Tractor,TS 6110,Hydraulic Pump,Hydraulics,JKT,14459.64,14-03-25,Fluid leakage,Corrective,11.17,418.51,19161.31,51376.44
KTCA 530A,Tractor,"WINCH (VALTRA, SAME)",Tyre,Wheels,JKT,12395.84,12-04-25,New tyre,Corrective,198.66,402.75,8706.48,40134.32
KTCA 396C,Tractor,"WINCH (VALTRA, SAME)",Tyre,Wheels,JKT,5164.52,25-01-25,Tyre burst,Emergency,180.64,162.9,9280.85,34298.62
KTCC 480G,Tractor,TS 6000,Radiator,Cooling System,AutoGen_5,11597.29,17-02-25,Coolant leakage,Emergency,199.61,1109.09,21851.88,47385.69
KTCC 835H,Tractor,TS 6110,Spark Plug,Ignition,JKT,2561.75,13-08-24,Overheating,Corrective,44.14,1421.35,25026.46,45828.02
KTCA 371C,Tractor,TT 490,Tyre,Wheels,JKT,7839.89,03-11-24,Tyre burst,Corrective,92.98,1708.27,23211.46,45065.78
KTCB 538B,Tractor,TS 6110,Alternator,Electrical,AutoGen_4,4658.17,26-07-24,Overcharging,Preventive,177.69,1163.19,14435.29,33597.26
KTCA 304F,Tractor,TS 6000,Air Filter,Air Intake,JKT,6963.1,26-11-24,Clogged filter,Breakdown,139.77,1106.39,20400.54,42171.84
KTCC 782G,Tractor,TS 6000,Oil Filter,Engine,JKT,3511.34,07-11-24,Reduced engine performance,Preventive,89.71,701.28,10227.84,28745.7
KTCB 460C,Tractor,TS 6000,Hydraulic Pump,Hydraulics,AutoGen_9,7389.95,17-07-24,Fluid leakage,Preventive,146.81,488.7,24557.39,47627.63
KTCA 255G,Tractor,"WINCH (VALTRA, SAME)",Alternator,Electrical,AutoGen_3,4628.7,27-02-25,Overcharging,Breakdown,133.49,1468.29,12968.28,24918.68
KTCC 672H,Tractor,TT 490,Battery,Electrical,AutoGen_2,11148.77,29-03-25,Won't start,Emergency,154.47,1613.72,11165.83,41688.49
KTCA 780F,Tractor,"WINCH (VALTRA, SAME)",Fuel Pump,Fuel System,AutoGen_10,5919.68,13-07-24,Engine noise,Preventive,149.95,267.22,10586.1,25752.13
KTCB 542H,Tractor,TT 490,Radiator,Cooling System,AutoGen_7,9592.49,23-10-24,Coolant leakage,Corrective,92.03,914.3,19190.25,35352.26
KTCB 546H,Tractor,"WINCH (VALTRA, SAME)",Brake Pads,Braking System,AutoGen_7,2164.65,20-01-25,Hydraulic issue,Preventive,181.52,1650.03,19465.23,36911.17
