Number_Plate,Vehicle_Type,Model,Part_Name,Category,Supplier,Purchase_Cost,Service_Date,Issue_Reported,Service_Type,Fuel_Consumed_Litres,Distance_Covered_KM,Insurance_Cost,Cost_of_Ownership,REG. NO.,Type_of_Service
KTCB 752B,Tractor,TT 490,Spark Plug,Ignition,AutoGen_4,12203.8,10/17/2024,Engine noise,Emergency,491.23,1980.17,16910.26,47276.6,,Major Service
KTCA 970A,Tractor,TT 490,Battery,Electrical,AutoGen_6,12810.38,12/11/2024,Battery issue,Corrective,230.2,935.11,24736.23,57414.76,,Minor Service
KTCA 699A,Tractor,TS 6000,Alternator,Electrical,JKT,4688.27,08/18/2024,Electrical failure,Preventive,230.17,860.57,27318.27,51393.98,,Minor Service
KTCB 611D,Tractor,TS 6110,Radiator,Cooling System,JKT,14167.45,05/12/2024,Coolant leakage,Corrective,310.0,1173.47,12879.2,37147.88,,Minor Service
KTCC 408A,Tractor,TS 6000,Battery,Electrical,AutoGen_10,3067.63,08/06/2025,Won't start,Preventive,257.93,1116.28,8842.72,28575.72,,Minor Service
KTCC 303B,Tractor,TS 6110,Alternator,Electrical,JKT,8967.28,11/25/2024,Overcharging,Corrective,348.83,1327.29,17559.51,37639.68,,Minor Service
KTCA 356E,Tractor,TT 490,Oil Filter,Engine,JKT,5881.98,01/09/2024,Reduced engine performance,Emergency,402.78,1625.99,10638.75,32648.24,,Major Service
KTCB 938D,Tractor,TS 6110,Alternator,Electrical,AutoGen_7,14108.96,11/04/2025,No power output,Emergency,532.46,1768.23,19824.6,49419.92,,Minor Service
KTCA 643G,Tractor,TS 6000,Tyre,Wheels,JKT,13523.33,05/16/2025,Tyre burst,Emergency,267.14,810.77,27164.03,46617.63,,Minor Service
KTCA 470E,Tractor,TS 6000,Tyre,Wheels,JKT,8497.22,03/16/2025,New tyre,Corrective,208.64,756.74,21442.31,45368.04,,Minor Service
KTCC 237E,Tractor,TS 6000,Alternator,Electrical,AutoGen_8,7952.37,03/24/2025,Overcharging,Breakdown,211.28,791.27,25700.1,42935.47,,Minor Service
KTCA 466D,Tractor,TS 6000,Fuel Pump,Fuel System,AutoGen_2,11121.07,07/09/2024,Hydraulic issue,Emergency,515.88,1992.4,29805.53,48209.35,,Minor Service
KTCA 147E,Tractor,TT 490,Radiator,Cooling System,AutoGen_5,14665.49,12/13/2024,Coolant leakage,Breakdown,300.28,1416.47,24386.53,47376.17,,Minor Service
KTCC 969E,Tractor,TS 6000,Hydraulic Pump,Hydraulics,AutoGen_10,9214.11,03/28/2025,Low pressure,Breakdown,420.52,1864.96,5483.13,28672.78,,Minor Service
KTCC 458F,Tractor,TT 490,Fuel Pump,Fuel System,AutoGen_2,11927.07,04/13/2025,Hydraulic issue,Corrective,423.61,1472.37,7299.08,29238.94,,Minor Service
KTCB 917H,Tractor,TS 6110,Fuel Pump,Fuel System,JKT,7289.27,04/12/2024,Hydraulic issue,Corrective,125.71,435.21,12427.01,34119.85,,Minor Service
KTCC 460H,Tractor,TT 490,Air Filter,Air Intake,AutoGen_1,12355.88,07/27/2024,Clogged filter,Emergency,432.31,1698.43,19237.2,37901.89,,Minor Service
KTCC 238E,Tractor,TS 6000,Alternator,Electrical,AutoGen_1,12407.72,10/14/2024,Overcharging,Corrective,403.35,1214.66,12564.99,42034.78,,Minor Service
KTCB 687A,Tractor,TS 6110,Fuel Pump,Fuel System,AutoGen_7,13841.95,01/18/2025,Low power,Corrective,39.85,197.35,15418.14,47013.97,,Minor Service
KTCA 442G,Tractor,TS 6000,Battery,Electrical,AutoGen_7,8167.6,05/25/2025,Low voltage,Corrective,387.42,1564.85,27394.15,51061.45,,Minor Service
KTCA 618E,Tractor,TS 6110,Alternator,Electrical,AutoGen_9,3640.4,12/14/2024,Electrical failure,Breakdown,417.39,1594.99,12614.83,23802.11,,Minor Service
KTCB 809B,Tractor,TS 6110,Radiator,Cooling System,AutoGen_1,10460.17,03/04/2025,Overheating,Corrective,63.66,218.18,17981.02,34277.69,,Minor Service
KTCB 680G,Tractor,TT 490,Air Filter,Air Intake,AutoGen_2,1622.86,09/10/2024,Clogged filter,Corrective,380.98,1517.7,7455.16,24216.41,,Minor Service
KTCC 479C,Tractor,TS 6110,Spark Plug,Ignition,AutoGen_5,6054.19,04/06/2025,Hydraulic issue,Breakdown,441.08,1496.36,19270.97,34922.26,,Minor Service
KTCB 362F,Tractor,TT 490,Fuel Pump,Fuel System,AutoGen_2,7925.4,11/24/2024,Low power,Preventive,211.21,777.0,13736.42,33131.36,,Minor Service
KTCA 234G,Tractor,TS 6000,Battery,Electrical,AutoGen_8,8299.6,08/19/2024,Battery issue,Emergency,41.95,168.6,5148.65,27026.5,,Minor Service
KTCC 961G,Tractor,TS 6000,Alternator,Electrical,AutoGen_2,2760.89,03/16/2025,Overcharging,Breakdown,180.42,823.36,27967.92,39509.31,,Minor Service
KTCC 372B,Tractor,TS 6110,Spark Plug,Ignition,AutoGen_2,2822.14,01/02/2025,Low power,Emergency,66.19,305.04,7126.86,18893.97,,Minor Service
KTCC 639G,Tractor,TS 6110,Radiator,Cooling System,AutoGen_3,3142.25,05/10/2024,Coolant leakage,Emergency,302.27,1439.77,14994.55,37847.14,,Minor Service
KTCC 128D,Tractor,TS 6110,Air Filter,Air Intake,AutoGen_9,5265.05,08/06/2025,Clogged filter,Corrective,318.09,1415.7,12900.49,33518.62,,Minor Service
KTCA 330C,Tractor,TT 490,Brake Pads,Braking System,AutoGen_2,5212.38,05/21/2025,Hydraulic issue,Preventive,442.67,1737.76,22269.69,43248.86,,Minor Service
KTCA 224G,Tractor,TS 6110,Tyre,Wheels,JKT,12276.0,11/26/2024,Tyre burst,Preventive,51.04,192.42,18021.49,50237.37,,Minor Service
KTCC 565F,Tractor,TS 6000,Air Filter,Air Intake,AutoGen_3,14492.42,06/16/2025,Clogged filter,Emergency,345.67,1525.44,16900.36,40314.34,,Minor Service
KTCB 998D,Tractor,TS 6000,Tyre,Wheels,JKT,13132.91,10/22/2024,New tyre,Breakdown,254.48,905.02,10574.94,43022.15,,Minor Service
KTCB 384D,Tractor,TS 6000,Radiator,Cooling System,AutoGen_5,2380.09,06/19/2024,Overheating,Emergency,297.37,1161.34,14065.88,23172.67,,Minor Service
KTCA 766H,Tractor,TS 6000,Spark Plug,Ignition,AutoGen_2,2539.59,04/20/2025,Overheating,Breakdown,238.97,768.91,21660.69,38795.55,,Minor Service
KTCC 342A,Tractor,TS 6110,Radiator,Cooling System,AutoGen_7,14480.58,12/18/2024,Coolant leakage,Corrective,36.31,160.91,13013.27,35049.56,,Minor Service
KTCC 681A,Tractor,TS 6000,Oil Filter,Engine,AutoGen_6,10049.06,05/07/2024,Reduced engine performance,Breakdown,270.26,1023.4,6292.92,35369.52,,Major Service
KTCB 543C,Tractor,TT 490,Tyre,Wheels,JKT,13090.91,07/22/2024,Puncture,Corrective,128.77,564.58,12902.93,39850.97,,Minor Service
KTCA 223D,Tractor,TS 6110,Radiator,Cooling System,AutoGen_5,13139.82,11/15/2024,Overheating,Breakdown,192.93,958.82,23917.23,47128.18,,Minor Service
KTCB 655C,Tractor,TS 6110,Hydraulic Pump,Hydraulics,AutoGen_4,2976.36,12/13/2024,Hydraulic issue,Preventive,348.26,1261.5,11009.94,31826.38,,Minor Service
KTCC 238A,Tractor,TS 6000,Brake Pads,Braking System,AutoGen_1,5299.67,12/03/2025,Low power,Breakdown,203.27,824.03,7854.69,24646.77,,Minor Service
KTCC 888H,Tractor,TT 490,Battery,Electrical,JKT,10844.65,05/31/2025,Low voltage,Breakdown,214.89,1074.05,10535.25,26740.55,,Minor Service
KTCC 191H,Tractor,TS 6110,Tyre,Wheels,JKT,14571.3,12/10/2024,Tyre burst,Emergency,230.51,906.51,10120.05,34253.63,,Minor Service
KTCB 571F,Tractor,TS 6110,Oil Filter,Engine,AutoGen_7,10465.56,03/07/2024,Oil leakage,Emergency,110.16,344.68,24269.16,42288.0,,Minor Service
KTCA 546B,Tractor,TT 490,Fuel Pump,Fuel System,AutoGen_3,3773.51,07/06/2025,Engine noise,Corrective,179.66,866.44,22498.83,33993.18,,Major Service
KTCB 387A,Tractor,TS 6110,Alternator,Electrical,AutoGen_10,9683.91,01/26/2025,Electrical failure,Preventive,284.46,1035.31,28283.65,55463.08,,Minor Service
KTCC 713H,Tractor,TT 490,Fuel Pump,Fuel System,AutoGen_9,13522.32,01/07/2024,Engine noise,Emergency,163.58,712.41,12297.44,34836.22,,Major Service
KTCC 943G,Tractor,TS 6110,Spark Plug,Ignition,AutoGen_6,12156.25,07/14/2024,Low power,Preventive,44.88,221.42,19208.84,42362.18,,Minor Service
KTCC 535D,Tractor,TT 490,Fuel Pump,Fuel System,AutoGen_9,12806.78,02/01/2025,Overheating,Emergency,383.16,1778.26,17879.47,45887.46,,Minor Service
KTCC 321F,Tractor,TS 6110,Radiator,Cooling System,JKT,12396.07,10/11/2024,Overheating,Preventive,181.93,706.06,26594.35,55928.67,,Minor Service
KTCA 987E,Tractor,TS 6110,Alternator,Electrical,AutoGen_10,4481.04,05/29/2025,Electrical failure,Breakdown,140.89,603.09,11562.75,33430.83,,Minor Service
KTCA 845E,Tractor,TS 6110,Radiator,Cooling System,AutoGen_3,11932.51,06/20/2024,Coolant leakage,Preventive,154.06,751.84,28267.15,52150.99,,Minor Service
KTCB 404F,Tractor,TS 6110,Fuel Pump,Fuel System,AutoGen_4,14825.45,02/09/2024,Hydraulic issue,Preventive,50.69,223.56,14129.44,41792.57,,Minor Service
KTCB 957B,Tractor,TS 6000,Air Filter,Air Intake,AutoGen_9,14537.94,11/08/2024,Clogged filter,Corrective,354.58,1709.29,5886.5,34099.28,,Minor Service
KTCC 379E,Tractor,TS 6000,Air Filter,Air Intake,AutoGen_7,9733.9,02/20/2025,Reduced air intake,Breakdown,384.03,1729.91,10907.12,35102.77,,Minor Service
KTCB 239G,Tractor,TS 6110,Spark Plug,Ignition,JKT,11184.24,12/27/2024,Overheating,Preventive,252.13,994.23,7126.64,28618.75,,Minor Service
KTCA 748C,Tractor,TS 6000,Tyre,Wheels,JKT,11449.1,02/24/2025,Tyre burst,Corrective,394.12,1960.76,20057.95,45318.85,,Minor Service
KTCC 692A,Tractor,TS 6110,Radiator,Cooling System,AutoGen_10,5611.87,01/27/2025,Overheating,Emergency,49.56,158.76,5282.27,27492.09,,Minor Service
KTCB 313D,Tractor,TS 6000,Fuel Pump,Fuel System,AutoGen_1,7339.94,07/07/2024,Overheating,Preventive,258.97,780.25,12250.45,38032.98,,Minor Service
KTCB 640B,Tractor,TS 6110,Oil Filter,Engine,AutoGen_6,8766.87,04/21/2025,Reduced engine performance,Preventive,259.86,1178.45,18393.31,35902.14,,Major Service
KTCB 176C,Tractor,TT 490,Alternator,Electrical,AutoGen_6,1919.3,01/12/2024,No power output,Preventive,477.47,1581.96,20425.8,28091.47,,Minor Service
KTCA 884D,Tractor,TS 6110,Battery,Electrical,JKT,11991.52,12/13/2024,Low voltage,Corrective,239.88,743.44,5188.32,26755.74,,Minor Service
KTCB 794E,Tractor,TT 490,Spark Plug,Ignition,AutoGen_5,10903.36,05/12/2024,Overheating,Preventive,208.29,656.24,26948.35,47833.75,,Minor Service
KTCA 876B,Tractor,TT 490,Brake Pads,Braking System,AutoGen_8,1731.83,12/24/2024,Engine noise,Corrective,245.52,1197.89,24133.74,36147.68,,Major Service
KTCC 809E,Tractor,TT 490,Battery,Electrical,AutoGen_5,4619.57,01/10/2024,Won't start,Preventive,155.29,660.64,8329.48,25369.32,,Minor Service
KTCB 715G,Tractor,TS 6110,Tyre,Wheels,JKT,14431.82,01/24/2025,Tyre burst,Preventive,450.17,1415.11,26467.86,57465.7,,Minor Service
KTCB 149D,Tractor,TS 6110,Oil Filter,Engine,AutoGen_7,12181.12,06/22/2024,Reduced engine performance,Emergency,427.64,1967.35,14374.81,42995.78,,Major Service
KTCA 523H,Tractor,TS 6000,Tyre,Wheels,JKT,1624.68,01/05/2025,Tyre burst,Preventive,299.76,1305.92,15438.28,23144.33,,Minor Service
KTCA 924E,Tractor,TS 6110,Brake Pads,Braking System,AutoGen_8,1545.52,02/06/2025,Overheating,Emergency,581.35,1870.88,22106.1,32678.04,,Minor Service
KTCA 744F,Tractor,TS 6000,Spark Plug,Ignition,AutoGen_2,2726.8,06/13/2025,Low power,Corrective,282.84,1359.79,10903.81,26921.98,,Minor Service
KTCB 708C,Tractor,TS 6000,Fuel Pump,Fuel System,AutoGen_6,2685.91,05/08/2024,Low power,Emergency,131.46,562.89,9483.32,25747.52,,Minor Service
KTCB 863C,Tractor,TS 6000,Oil Filter,Engine,AutoGen_1,4967.25,03/06/2025,Oil leakage,Emergency,130.18,393.72,13711.87,32244.05,,Minor Service
KTCA 321H,Tractor,TS 6000,Hydraulic Pump,Hydraulics,AutoGen_9,3781.62,03/15/2025,Fluid leakage,Breakdown,248.45,958.67,11768.73,29304.18,,Minor Service
KTCC 354E,Tractor,TS 6000,Brake Pads,Braking System,AutoGen_7,12310.4,06/24/2024,Low power,Preventive,447.4,1738.45,13961.64,32660.14,,Minor Service
KTCC 381D,Tractor,TT 490,Oil Filter,Engine,AutoGen_3,5238.43,08/02/2025,Reduced engine performance,Corrective,175.54,710.32,26263.7,43155.63,,Major Service
KTCC 391B,Tractor,TS 6000,Battery,Electrical,AutoGen_3,12622.33,11/26/2024,Won't start,Corrective,333.8,1542.67,12043.63,41521.87,,Minor Service
KTCC 552F,Tractor,TS 6000,Hydraulic Pump,Hydraulics,AutoGen_9,3114.33,08/15/2024,Low pressure,Preventive,73.78,281.29,13603.91,25343.07,,Minor Service
KTCA 974A,Tractor,TT 490,Spark Plug,Ignition,AutoGen_8,10729.8,05/11/2024,Engine noise,Preventive,233.87,997.73,17543.28,34450.03,,Major Service
KTCB 786F,Tractor,TS 6110,Tyre,Wheels,JKT,7769.2,04/06/2025,Tyre burst,Emergency,47.02,186.27,6470.73,33796.09,,Minor Service
KTCA 281E,Tractor,TT 490,Battery,Electrical,AutoGen_5,12608.82,05/18/2025,Battery issue,Corrective,393.0,1906.42,13298.73,39734.27,,Minor Service
KTCA 876F,Tractor,TS 6110,Radiator,Cooling System,AutoGen_2,9084.81,01/26/2025,Coolant leakage,Preventive,308.56,1409.96,19234.67,38938.33,,Minor Service
KTCA 110B,Tractor,TS 6110,Spark Plug,Ignition,JKT,3716.57,02/18/2025,Hydraulic issue,Breakdown,377.12,1784.49,13997.67,35824.06,,Minor Service
KTCA 570F,Tractor,TS 6000,Tyre,Wheels,JKT,12690.45,03/27/2025,New tyre,Preventive,285.43,1301.77,26669.18,50603.75,,Minor Service
KTCA 988D,Tractor,TT 490,Battery,Electrical,AutoGen_2,13168.53,07/10/2024,Won't start,Preventive,204.66,992.28,25799.06,58881.85,,Minor Service
KTCC 536D,Tractor,TS 6110,Air Filter,Air Intake,AutoGen_2,14893.08,03/27/2025,Reduced air intake,Breakdown,28.23,126.54,8885.55,38105.95,,Minor Service
KTCA 593F,Tractor,TT 490,Air Filter,Air Intake,AutoGen_8,13724.5,04/01/2025,Clogged filter,Preventive,145.36,586.75,14838.6,44193.07,,Minor Service
KTCC 972F,Tractor,TT 490,Radiator,Cooling System,AutoGen_10,12839.99,04/17/2025,Overheating,Corrective,203.99,774.51,25566.17,45039.22,,Minor Service
KTCA 960D,Tractor,TS 6000,Battery,Electrical,AutoGen_4,5070.13,11/11/2024,Battery issue,Breakdown,43.42,206.42,14948.85,32470.1,,Minor Service
KTCA 376F,Tractor,TS 6000,Air Filter,Air Intake,JKT,3367.9,12/10/2024,Clogged filter,Preventive,418.67,1948.39,17390.61,39122.65,,Minor Service
KTCA 289G,Tractor,TS 6110,Battery,Electrical,AutoGen_1,11120.22,12/22/2024,Battery issue,Preventive,240.31,922.01,28657.5,52899.05,,Minor Service
KTCB 854E,Tractor,TS 6110,Air Filter,Air Intake,AutoGen_3,11231.33,04/05/2025,Reduced air intake,Corrective,396.25,1931.46,24662.64,49887.5,,Minor Service
KTCA 431E,Tractor,TS 6000,Spark Plug,Ignition,AutoGen_5,14903.17,09/05/2025,Overheating,Emergency,367.21,1596.49,19151.1,41062.14,,Minor Service
KTCB 896G,Tractor,TT 490,Fuel Pump,Fuel System,AutoGen_2,11163.36,11/02/2025,Hydraulic issue,Emergency,143.03,498.1,24973.06,53509.58,,Minor Service
KTCB 768C,Tractor,TS 6000,Air Filter,Air Intake,AutoGen_6,2180.75,05/03/2025,Reduced air intake,Preventive,337.94,1280.92,21084.31,32576.83,,Minor Service
KTCA 471G,Tractor,TT 490,Oil Filter,Engine,AutoGen_6,9401.75,12/27/2024,Reduced engine performance,Breakdown,225.42,856.85,28866.36,55822.26,,Major Service
KTCA 237A,Tractor,TS 6110,Alternator,Electrical,AutoGen_4,11120.24,12/30/2024,Overcharging,Breakdown,181.5,729.27,22675.33,41557.98,,Minor Service
KTCA 871G,Tractor,TT 490,Alternator,Electrical,AutoGen_2,3318.53,01/01/2025,Overcharging,Emergency,364.25,1411.65,5129.62,24870.52,,Minor Service
KTCA 454A,Tractor,TS 6000,Hydraulic Pump,Hydraulics,AutoGen_6,2967.38,10/21/2024,Fluid leakage,Corrective,306.93,1355.26,24802.58,43441.71,,Minor Service
KTCA 532E,Tractor,TS 6110,Fuel Pump,Fuel System,AutoGen_4,6563.91,10/05/2025,Low power,Corrective,384.9,1735.38,25780.48,52240.57,,Minor Service
KTCB 446D,Tractor,TT 490,Spark Plug,Ignition,AutoGen_10,13033.08,02/04/2025,Low power,Corrective,398.56,1977.86,10565.78,30388.21,,Minor Service
KTCB 345G,Tractor,TS 6000,Battery,Electrical,AutoGen_5,2461.89,04/29/2025,Won't start,Breakdown,330.46,1523.65,20289.6,28162.09,,Minor Service
KTCB 806D,Tractor,TT 490,Brake Pads,Braking System,AutoGen_8,6599.5,06/13/2025,Hydraulic issue,Preventive,341.04,1606.13,7016.36,27579.52,,Minor Service
KTCC 111A,Tractor,TS 6000,Tyre,Wheels,JKT,13672.82,07/18/2024,New tyre,Corrective,514.71,1714.62,23694.9,50389.71,,Minor Service
KTCC 172E,Tractor,TT 490,Spark Plug,Ignition,AutoGen_3,5177.09,01/08/2024,Engine noise,Emergency,537.68,1634.79,25983.27,45753.0,,Major Service
KTCC 922H,Tractor,TS 6110,Battery,Electrical,AutoGen_7,10596.65,03/13/2025,Battery issue,Corrective,502.2,1815.55,17802.08,36056.31,,Minor Service
KTCA 753A,Tractor,TS 6000,Oil Filter,Engine,AutoGen_3,3016.48,03/24/2025,Oil leakage,Preventive,373.68,1530.01,17813.39,37304.86,,Minor Service
KTCB 270H,Tractor,TS 6110,Fuel Pump,Fuel System,AutoGen_7,3994.81,09/14/2024,Low power,Corrective,362.63,1185.39,11490.73,29068.41,,Minor Service
KTCC 249B,Tractor,TS 6110,Hydraulic Pump,Hydraulics,JKT,14459.64,03/14/2025,Fluid leakage,Corrective,113.7,418.51,19161.31,51376.44,,Minor Service
KTCC 480G,Tractor,TS 6000,Radiator,Cooling System,AutoGen_5,11597.29,02/17/2025,Coolant leakage,Emergency,231.35,1109.09,21851.88,47385.69,,Minor Service
KTCC 835H,Tractor,TS 6110,Spark Plug,Ignition,JKT,2561.75,08/13/2024,Overheating,Corrective,284.98,1421.35,25026.46,45828.02,,Minor Service
KTCA 371C,Tractor,TT 490,Tyre,Wheels,JKT,7839.89,03/11/2024,Tyre burst,Corrective,375.32,1708.27,23211.46,45065.78,,Minor Service
KTCB 538B,Tractor,TS 6110,Alternator,Electrical,AutoGen_4,4658.17,07/26/2024,Overcharging,Preventive,286.06,1163.19,14435.29,33597.26,,Minor Service
KTCA 304F,Tractor,TS 6000,Air Filter,Air Intake,JKT,6963.1,11/26/2024,Clogged filter,Breakdown,261.71,1106.39,20400.54,42171.84,,Minor Service
KTCC 782G,Tractor,TS 6000,Oil Filter,Engine,JKT,3511.34,07/11/2024,Reduced engine performance,Preventive,211.85,701.28,10227.84,28745.7,,Major Service
KTCB 460C,Tractor,TS 6000,Hydraulic Pump,Hydraulics,AutoGen_9,7389.95,07/17/2024,Fluid leakage,Preventive,156.71,488.7,24557.39,47627.63,,Minor Service
KTCC 672H,Tractor,TT 490,Battery,Electrical,AutoGen_2,11148.77,03/29/2025,Won't start,Emergency,417.64,1613.72,11165.83,41688.49,,Minor Service
KTCB 542H,Tractor,TT 490,Radiator,Cooling System,AutoGen_7,9592.49,10/23/2024,Coolant leakage,Corrective,241.63,914.3,19190.25,35352.26,,Minor Service
KTCC 161B,Tractor,TT 490,Alternator,Electrical,JKT,2456.39,10/21/2024,Overcharging,Breakdown,277.34,1111.15,12142.97,31820.02,,Minor Service
KTCA 937B,Tractor,TT 490,Radiator,Cooling System,AutoGen_10,6158.0,04/07/2024,Overheating,Breakdown,78.48,269.34,6898.13,18670.63,,Minor Service
KTCA 900E,Tractor,TT 490,Radiator,Cooling System,AutoGen_6,13647.86,03/18/2025,Overheating,Breakdown,258.28,1064.62,15215.1,45599.12,,Minor Service
KTCA 275D,Tractor,TS 6110,Tyre,Wheels,JKT,4995.01,10/23/2024,Puncture,Corrective,127.7,629.38,13262.0,34816.44,,Minor Service
KTCB 485A,Tractor,TS 6000,Oil Filter,Engine,AutoGen_9,13809.24,08/18/2024,Oil leakage,Emergency,376.04,1384.89,27497.15,55337.29,,Minor Service
KTCC 566C,Tractor,TT 490,Tyre,Wheels,JKT,4581.41,09/11/2024,Puncture,Breakdown,433.23,1464.25,6451.46,26953.76,,Minor Service
KTCA 875C,Tractor,TT 490,Oil Filter,Engine,AutoGen_7,13436.4,02/03/2025,Oil leakage,Emergency,237.36,733.27,23493.86,47031.06,,Minor Service
KTCC 101B,Tractor,TS 6000,Alternator,Electrical,AutoGen_10,1880.22,09/07/2024,Electrical failure,Preventive,273.71,1175.06,6038.71,16195.94,,Minor Service
KTCB 749B,Tractor,TT 490,Oil Filter,Engine,AutoGen_1,3732.07,03/22/2025,Oil leakage,Preventive,96.91,362.78,22795.34,32660.76,,Minor Service
KTCC 318A,Tractor,TS 6000,Alternator,Electrical,AutoGen_1,13421.15,01/20/2025,Overcharging,Corrective,346.58,1180.55,18893.18,38009.22,,Minor Service
KTCB 669D,Tractor,TS 6000,Battery,Electrical,AutoGen_1,7520.45,07/08/2024,Battery issue,Breakdown,119.85,472.86,26747.67,53967.32,,Minor Service
KTCA 598F,Tractor,TS 6110,Oil Filter,Engine,AutoGen_3,10124.48,09/26/2024,Oil leakage,Corrective,154.0,736.09,24079.72,40847.41,,Minor Service
KTCB 723G,Tractor,TS 6000,Oil Filter,Engine,AutoGen_8,13194.58,08/14/2024,Reduced engine performance,Emergency,482.52,1672.43,6889.11,26666.88,,Major Service
KTCB 750H,Tractor,TT 490,Oil Filter,Engine,AutoGen_9,12817.15,04/16/2025,Oil leakage,Corrective,505.39,1523.07,15715.52,45168.71,,Minor Service
KTCB 303F,Tractor,TS 6110,Spark Plug,Ignition,JKT,6341.57,12/02/2025,Overheating,Preventive,137.6,446.79,14054.36,26964.14,,Minor Service
KTCA 397B,Tractor,TS 6110,Radiator,Cooling System,AutoGen_9,6150.86,09/03/2025,Coolant leakage,Emergency,280.65,996.6,25169.48,44373.23,,Minor Service
KTCB 552H,Tractor,TT 490,Tyre,Wheels,JKT,14884.04,07/05/2025,Tyre burst,Emergency,399.31,1871.38,12052.29,41111.52,,Minor Service
KTCB 962D,Tractor,TT 490,Alternator,Electrical,AutoGen_10,3467.12,03/18/2025,No power output,Preventive,71.91,239.47,17984.09,30123.74,,Minor Service
KTCC 632B,Tractor,TS 6110,Alternator,Electrical,JKT,4508.03,09/15/2024,Electrical failure,Corrective,398.2,1410.67,26836.67,49636.51,,Minor Service
KTCC 288A,Tractor,TS 6000,Tyre,Wheels,JKT,11670.54,01/15/2025,Tyre burst,Corrective,75.03,337.36,27382.92,52979.26,,Minor Service
KTCC 389E,Tractor,TS 6000,Brake Pads,Braking System,AutoGen_3,4389.94,04/10/2024,Low power,Corrective,382.17,1176.52,10936.87,31276.5,,Minor Service
KTCA 351B,Tractor,TS 6110,Radiator,Cooling System,AutoGen_6,10114.23,05/27/2025,Overheating,Breakdown,118.89,556.96,24058.26,51605.46,,Minor Service
KTCB 172D,Tractor,TT 490,Alternator,Electrical,AutoGen_5,7886.1,05/15/2025,Electrical failure,Preventive,250.04,1090.97,15524.28,29625.5,,Minor Service
KTCC 113C,Tractor,TT 490,Air Filter,Air Intake,AutoGen_9,10846.84,01/14/2025,Reduced air intake,Preventive,247.98,812.79,8666.69,36398.04,,Minor Service
KTCB 969B,Tractor,TS 6000,Air Filter,Air Intake,AutoGen_5,5271.08,01/09/2024,Clogged filter,Corrective,346.5,1444.79,23199.47,47881.82,,Minor Service
KTCB 129B,Tractor,TT 490,Hydraulic Pump,Hydraulics,AutoGen_8,6431.59,03/21/2025,Fluid leakage,Preventive,366.12,1544.95,26626.52,48495.05,,Minor Service
KTCB 338D,Tractor,TT 490,Alternator,Electrical,AutoGen_4,5676.12,07/31/2024,Electrical failure,Corrective,359.17,1369.11,17864.55,29957.17,,Minor Service
KTCB 112E,Tractor,TT 490,Alternator,Electrical,AutoGen_9,9873.34,06/20/2024,No power output,Corrective,424.86,1578.46,22726.59,51369.41,,Minor Service
KTCA 844F,Tractor,TS 6110,Radiator,Cooling System,AutoGen_4,8223.55,11/10/2024,Coolant leakage,Preventive,249.73,1063.82,14640.99,35637.01,,Minor Service
KTCB 611H,Tractor,TS 6000,Battery,Electrical,AutoGen_10,9253.63,02/21/2025,Battery issue,Corrective,65.79,214.75,6506.07,35249.36,,Minor Service
KTCB 250F,Tractor,TS 6000,Air Filter,Air Intake,AutoGen_10,2691.8,04/06/2025,Clogged filter,Breakdown,216.69,955.84,14312.54,31927.46,,Minor Service
